2022-10-18 23:12:03,037 prepare dataset.
2022-10-18 23:12:07,171 prepare data loader.
2022-10-18 23:12:07,172 Initializing DataLoader.
2022-10-18 23:12:07,175 DataLoader already.
2022-10-18 23:12:07,175 prepare model.
2022-10-18 23:12:07,352 Number of semantic embeddings: 928.
2022-10-18 23:12:14,688 From /data/wangjinpeng/anaconda3/envs/py37torch/lib/python3.7/site-packages/tensorflow_core/python/ops/math_grad.py:1424: where (from tensorflow.python.ops.array_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.where in 2.0, which has the same broadcast rule as np.where.
2022-10-18 23:12:27,742 begin training.
2022-10-18 23:12:45,856 step [   1], lr [0.0003000], embedding loss [ 0.8951], quantization loss [ 0.0000], 13.05 sec/batch.
2022-10-18 23:14:41,173 step [  27], lr [0.0003000], embedding loss [ 0.7918], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-18 23:14:45,630 step [  28], lr [0.0003000], embedding loss [ 0.7899], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-18 23:14:49,936 step [  29], lr [0.0003000], embedding loss [ 0.7859], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-18 23:14:54,251 step [  30], lr [0.0003000], embedding loss [ 0.7933], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-18 23:14:58,274 step [  31], lr [0.0003000], embedding loss [ 0.7839], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-18 23:15:02,230 step [  32], lr [0.0003000], embedding loss [ 0.7809], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-18 23:15:06,438 step [  33], lr [0.0003000], embedding loss [ 0.7789], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-18 23:15:10,667 step [  34], lr [0.0003000], embedding loss [ 0.7852], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-18 23:15:14,514 step [  35], lr [0.0003000], embedding loss [ 0.7809], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-18 23:15:18,476 step [  36], lr [0.0003000], embedding loss [ 0.7713], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-18 23:15:22,593 step [  37], lr [0.0003000], embedding loss [ 0.7875], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-18 23:15:26,880 step [  38], lr [0.0003000], embedding loss [ 0.7882], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-18 23:15:31,242 step [  39], lr [0.0003000], embedding loss [ 0.7809], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-18 23:15:32,997 step [  40], lr [0.0003000], embedding loss [ 0.7772], quantization loss [ 0.0000],  0.51 sec/batch.
2022-10-18 23:15:34,876 step [  41], lr [0.0003000], embedding loss [ 0.7840], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-18 23:15:36,730 step [  42], lr [0.0003000], embedding loss [ 0.7652], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-18 23:15:38,577 step [  43], lr [0.0003000], embedding loss [ 0.7642], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-18 23:15:40,526 step [  44], lr [0.0003000], embedding loss [ 0.7717], quantization loss [ 0.0000],  0.59 sec/batch.
2022-10-18 23:15:42,392 step [  45], lr [0.0003000], embedding loss [ 0.7682], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-18 23:15:44,314 step [  46], lr [0.0003000], embedding loss [ 0.7798], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-18 23:15:46,235 step [  47], lr [0.0003000], embedding loss [ 0.7657], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-18 23:15:48,318 step [  48], lr [0.0003000], embedding loss [ 0.7718], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-18 23:15:50,257 step [  49], lr [0.0003000], embedding loss [ 0.7731], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-18 23:15:52,175 step [  50], lr [0.0003000], embedding loss [ 0.7572], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-18 23:15:54,070 step [  51], lr [0.0003000], embedding loss [ 0.7633], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-18 23:15:55,985 step [  52], lr [0.0003000], embedding loss [ 0.7675], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-18 23:15:57,764 step [  53], lr [0.0003000], embedding loss [ 0.7620], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-18 23:15:59,647 step [  54], lr [0.0003000], embedding loss [ 0.7582], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-18 23:16:01,537 step [  55], lr [0.0003000], embedding loss [ 0.7666], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-18 23:16:03,350 step [  56], lr [0.0003000], embedding loss [ 0.7586], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-18 23:16:05,246 step [  57], lr [0.0003000], embedding loss [ 0.7639], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-18 23:16:07,144 step [  58], lr [0.0003000], embedding loss [ 0.7596], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-18 23:16:09,038 step [  59], lr [0.0003000], embedding loss [ 0.7572], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-18 23:16:10,963 step [  60], lr [0.0003000], embedding loss [ 0.7614], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-18 23:16:12,847 step [  61], lr [0.0003000], embedding loss [ 0.7675], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-18 23:16:14,788 step [  62], lr [0.0003000], embedding loss [ 0.7538], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-18 23:16:16,727 step [  63], lr [0.0003000], embedding loss [ 0.7563], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-18 23:16:18,631 step [  64], lr [0.0003000], embedding loss [ 0.7612], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-18 23:16:20,518 step [  65], lr [0.0003000], embedding loss [ 0.7569], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-18 23:16:22,482 step [  66], lr [0.0003000], embedding loss [ 0.7580], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-18 23:16:24,419 step [  67], lr [0.0003000], embedding loss [ 0.7646], quantization loss [ 0.0000],  0.61 sec/batch.
2022-10-18 23:16:26,325 step [  68], lr [0.0003000], embedding loss [ 0.7526], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-18 23:16:28,192 step [  69], lr [0.0003000], embedding loss [ 0.7533], quantization loss [ 0.0000],  0.59 sec/batch.
2022-10-18 23:16:30,183 step [  70], lr [0.0003000], embedding loss [ 0.7603], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-18 23:16:32,078 step [  71], lr [0.0003000], embedding loss [ 0.7544], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-18 23:16:34,059 step [  72], lr [0.0003000], embedding loss [ 0.7481], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-18 23:16:35,986 step [  73], lr [0.0003000], embedding loss [ 0.7626], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-18 23:16:37,934 step [  74], lr [0.0003000], embedding loss [ 0.7519], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-18 23:16:39,781 step [  75], lr [0.0003000], embedding loss [ 0.7619], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-18 23:16:41,667 step [  76], lr [0.0003000], embedding loss [ 0.7507], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-18 23:16:47,345 step [  77], lr [0.0003000], embedding loss [ 0.7568], quantization loss [ 0.0000],  0.59 sec/batch.
2022-10-18 23:16:50,420 step [  78], lr [0.0003000], embedding loss [ 0.7504], quantization loss [ 0.0000],  1.07 sec/batch.
2022-10-18 23:16:52,239 step [  79], lr [0.0003000], embedding loss [ 0.7506], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-18 23:16:54,205 step [  80], lr [0.0003000], embedding loss [ 0.7458], quantization loss [ 0.0000],  0.59 sec/batch.
2022-10-18 23:16:57,131 step [  81], lr [0.0003000], embedding loss [ 0.7409], quantization loss [ 0.0000],  1.13 sec/batch.
2022-10-18 23:16:57,132 initialize centers iter(1/1).
2022-10-18 23:17:00,241 finish center initialization, duration: 3.11 sec.
2022-10-18 23:17:00,241 update codes and centers iter(1/1).
2022-10-18 23:17:01,905 number of update_code wrong: 0.
2022-10-18 23:17:05,800 non zero codewords: 256.
2022-10-18 23:17:05,801 finish center update, duration: 5.56 sec.
2022-10-18 23:17:08,390 step [  82], lr [0.0003000], embedding loss [ 0.7455], quantization loss [ 0.5216],  1.40 sec/batch.
2022-10-18 23:17:10,391 step [  83], lr [0.0003000], embedding loss [ 0.7707], quantization loss [ 0.7875],  0.56 sec/batch.
2022-10-18 23:17:12,795 step [  84], lr [0.0003000], embedding loss [ 0.7824], quantization loss [ 0.9937],  0.99 sec/batch.
2022-10-18 23:17:15,302 step [  85], lr [0.0003000], embedding loss [ 0.7520], quantization loss [ 0.5236],  1.04 sec/batch.
2022-10-18 23:17:17,233 step [  86], lr [0.0003000], embedding loss [ 0.7841], quantization loss [ 0.7925],  0.58 sec/batch.
2022-10-18 23:17:19,187 step [  87], lr [0.0003000], embedding loss [ 0.7701], quantization loss [ 0.5057],  0.58 sec/batch.
2022-10-18 23:17:21,105 step [  88], lr [0.0003000], embedding loss [ 0.7622], quantization loss [ 0.5332],  0.56 sec/batch.
2022-10-18 23:17:23,938 step [  89], lr [0.0003000], embedding loss [ 0.7707], quantization loss [ 0.4961],  0.95 sec/batch.
2022-10-18 23:17:25,779 step [  90], lr [0.0003000], embedding loss [ 0.7698], quantization loss [ 0.5540],  0.56 sec/batch.
2022-10-18 23:17:28,106 step [  91], lr [0.0003000], embedding loss [ 0.7686], quantization loss [ 0.4157],  1.04 sec/batch.
2022-10-18 23:17:29,909 step [  92], lr [0.0003000], embedding loss [ 0.7759], quantization loss [ 0.5351],  0.56 sec/batch.
2022-10-18 23:17:31,822 step [  93], lr [0.0003000], embedding loss [ 0.7729], quantization loss [ 0.4916],  0.56 sec/batch.
2022-10-18 23:17:34,072 step [  94], lr [0.0003000], embedding loss [ 0.7748], quantization loss [ 0.4504],  0.60 sec/batch.
2022-10-18 23:17:35,946 step [  95], lr [0.0003000], embedding loss [ 0.7547], quantization loss [ 0.5204],  0.57 sec/batch.
2022-10-18 23:17:38,332 step [  96], lr [0.0003000], embedding loss [ 0.7660], quantization loss [ 0.3768],  1.07 sec/batch.
2022-10-18 23:17:40,220 step [  97], lr [0.0003000], embedding loss [ 0.7656], quantization loss [ 0.4046],  0.59 sec/batch.
2022-10-18 23:17:42,181 step [  98], lr [0.0003000], embedding loss [ 0.7693], quantization loss [ 0.4050],  0.56 sec/batch.
2022-10-18 23:17:44,550 step [  99], lr [0.0003000], embedding loss [ 0.7584], quantization loss [ 0.3755],  1.03 sec/batch.
2022-10-18 23:17:46,543 step [ 100], lr [0.0003000], embedding loss [ 0.7617], quantization loss [ 0.3425],  0.56 sec/batch.
2022-10-18 23:17:49,253 step [ 101], lr [0.0003000], embedding loss [ 0.7612], quantization loss [ 0.4332],  1.26 sec/batch.
2022-10-18 23:17:51,522 step [ 102], lr [0.0003000], embedding loss [ 0.7595], quantization loss [ 0.3246],  1.00 sec/batch.
2022-10-18 23:17:53,358 step [ 103], lr [0.0003000], embedding loss [ 0.7666], quantization loss [ 0.3759],  0.56 sec/batch.
2022-10-18 23:17:55,868 step [ 104], lr [0.0003000], embedding loss [ 0.7524], quantization loss [ 0.3326],  1.22 sec/batch.
2022-10-18 23:17:58,259 step [ 105], lr [0.0003000], embedding loss [ 0.7621], quantization loss [ 0.3624],  1.06 sec/batch.
2022-10-18 23:18:00,234 step [ 106], lr [0.0003000], embedding loss [ 0.7587], quantization loss [ 0.3583],  0.57 sec/batch.
2022-10-18 23:18:02,237 step [ 107], lr [0.0003000], embedding loss [ 0.7559], quantization loss [ 0.3428],  0.60 sec/batch.
2022-10-18 23:18:04,749 step [ 108], lr [0.0003000], embedding loss [ 0.7658], quantization loss [ 0.3195],  1.27 sec/batch.
2022-10-18 23:18:06,629 step [ 109], lr [0.0003000], embedding loss [ 0.7670], quantization loss [ 0.3150],  0.57 sec/batch.
2022-10-18 23:18:09,199 step [ 110], lr [0.0003000], embedding loss [ 0.7634], quantization loss [ 0.3403],  1.17 sec/batch.
2022-10-18 23:18:11,581 step [ 111], lr [0.0003000], embedding loss [ 0.7578], quantization loss [ 0.3310],  1.07 sec/batch.
2022-10-18 23:18:13,542 step [ 112], lr [0.0003000], embedding loss [ 0.7568], quantization loss [ 0.3204],  0.57 sec/batch.
2022-10-18 23:18:15,963 step [ 113], lr [0.0003000], embedding loss [ 0.7554], quantization loss [ 0.3561],  1.03 sec/batch.
2022-10-18 23:18:18,318 step [ 114], lr [0.0003000], embedding loss [ 0.7671], quantization loss [ 0.3840],  1.05 sec/batch.
2022-10-18 23:18:20,816 step [ 115], lr [0.0003000], embedding loss [ 0.7607], quantization loss [ 0.3271],  1.15 sec/batch.
2022-10-18 23:18:23,220 step [ 116], lr [0.0003000], embedding loss [ 0.7551], quantization loss [ 0.2967],  1.05 sec/batch.
2022-10-18 23:18:26,182 step [ 117], lr [0.0003000], embedding loss [ 0.7545], quantization loss [ 0.3220],  1.64 sec/batch.
2022-10-18 23:18:28,655 step [ 118], lr [0.0003000], embedding loss [ 0.7557], quantization loss [ 0.3255],  1.10 sec/batch.
2022-10-18 23:18:31,323 step [ 119], lr [0.0003000], embedding loss [ 0.7527], quantization loss [ 0.3278],  1.31 sec/batch.
2022-10-18 23:18:34,121 step [ 120], lr [0.0003000], embedding loss [ 0.7519], quantization loss [ 0.3020],  1.37 sec/batch.
2022-10-18 23:18:36,046 step [ 121], lr [0.0003000], embedding loss [ 0.7571], quantization loss [ 0.3207],  0.57 sec/batch.
2022-10-18 23:18:37,963 step [ 122], lr [0.0003000], embedding loss [ 0.7537], quantization loss [ 0.2910],  0.62 sec/batch.
2022-10-18 23:18:39,884 step [ 123], lr [0.0003000], embedding loss [ 0.7634], quantization loss [ 0.2572],  0.58 sec/batch.
2022-10-18 23:18:41,910 step [ 124], lr [0.0003000], embedding loss [ 0.7493], quantization loss [ 0.2955],  0.58 sec/batch.
2022-10-18 23:18:43,830 step [ 125], lr [0.0003000], embedding loss [ 0.7453], quantization loss [ 0.2373],  0.58 sec/batch.
2022-10-18 23:18:46,706 step [ 126], lr [0.0003000], embedding loss [ 0.7585], quantization loss [ 0.2989],  1.05 sec/batch.
2022-10-18 23:18:49,120 step [ 127], lr [0.0003000], embedding loss [ 0.7441], quantization loss [ 0.3113],  1.05 sec/batch.
2022-10-18 23:18:51,678 step [ 128], lr [0.0003000], embedding loss [ 0.7397], quantization loss [ 0.2850],  1.25 sec/batch.
2022-10-18 23:18:53,672 step [ 129], lr [0.0003000], embedding loss [ 0.7540], quantization loss [ 0.2845],  0.56 sec/batch.
2022-10-18 23:18:56,033 step [ 130], lr [0.0003000], embedding loss [ 0.7441], quantization loss [ 0.3511],  0.58 sec/batch.
2022-10-18 23:18:58,625 step [ 131], lr [0.0003000], embedding loss [ 0.7535], quantization loss [ 0.2714],  1.25 sec/batch.
2022-10-18 23:19:01,224 step [ 132], lr [0.0003000], embedding loss [ 0.7591], quantization loss [ 0.2906],  1.29 sec/batch.
2022-10-18 23:19:03,136 step [ 133], lr [0.0003000], embedding loss [ 0.7559], quantization loss [ 0.2671],  0.57 sec/batch.
2022-10-18 23:19:04,963 step [ 134], lr [0.0003000], embedding loss [ 0.7587], quantization loss [ 0.3006],  0.55 sec/batch.
2022-10-18 23:19:07,633 step [ 135], lr [0.0003000], embedding loss [ 0.7544], quantization loss [ 0.2974],  1.36 sec/batch.
2022-10-18 23:19:09,632 step [ 136], lr [0.0003000], embedding loss [ 0.7614], quantization loss [ 0.2620],  0.59 sec/batch.
2022-10-18 23:19:12,003 step [ 137], lr [0.0003000], embedding loss [ 0.7776], quantization loss [ 0.3357],  1.04 sec/batch.
2022-10-18 23:19:14,778 step [ 138], lr [0.0003000], embedding loss [ 0.7643], quantization loss [ 0.2968],  1.54 sec/batch.
2022-10-18 23:19:16,957 step [ 139], lr [0.0003000], embedding loss [ 0.7536], quantization loss [ 0.2529],  0.78 sec/batch.
2022-10-18 23:19:19,888 step [ 140], lr [0.0003000], embedding loss [ 0.7524], quantization loss [ 0.3674],  1.07 sec/batch.
2022-10-18 23:19:21,798 step [ 141], lr [0.0003000], embedding loss [ 0.7544], quantization loss [ 0.2829],  0.57 sec/batch.
2022-10-18 23:19:25,032 step [ 142], lr [0.0003000], embedding loss [ 0.7698], quantization loss [ 0.3277],  1.33 sec/batch.
2022-10-18 23:19:26,942 step [ 143], lr [0.0003000], embedding loss [ 0.7611], quantization loss [ 0.2961],  0.57 sec/batch.
2022-10-18 23:19:30,214 step [ 144], lr [0.0003000], embedding loss [ 0.7415], quantization loss [ 0.3228],  1.42 sec/batch.
2022-10-18 23:19:32,570 step [ 145], lr [0.0003000], embedding loss [ 0.7564], quantization loss [ 0.2792],  1.06 sec/batch.
2022-10-18 23:19:35,254 step [ 146], lr [0.0003000], embedding loss [ 0.7558], quantization loss [ 0.2726],  1.27 sec/batch.
2022-10-18 23:19:37,589 step [ 147], lr [0.0003000], embedding loss [ 0.7560], quantization loss [ 0.2908],  0.57 sec/batch.
2022-10-18 23:19:39,659 step [ 148], lr [0.0003000], embedding loss [ 0.7397], quantization loss [ 0.2819],  0.62 sec/batch.
2022-10-18 23:19:41,658 step [ 149], lr [0.0003000], embedding loss [ 0.7400], quantization loss [ 0.2790],  0.57 sec/batch.
2022-10-18 23:19:44,623 step [ 150], lr [0.0003000], embedding loss [ 0.7565], quantization loss [ 0.2754],  1.13 sec/batch.
2022-10-18 23:19:46,547 step [ 151], lr [0.0003000], embedding loss [ 0.7602], quantization loss [ 0.2872],  0.57 sec/batch.
2022-10-18 23:19:48,621 step [ 152], lr [0.0003000], embedding loss [ 0.7530], quantization loss [ 0.2764],  0.57 sec/batch.
2022-10-18 23:19:50,894 step [ 153], lr [0.0003000], embedding loss [ 0.7529], quantization loss [ 0.2582],  0.90 sec/batch.
2022-10-18 23:19:52,834 step [ 154], lr [0.0003000], embedding loss [ 0.7519], quantization loss [ 0.2585],  0.57 sec/batch.
2022-10-18 23:19:54,793 step [ 155], lr [0.0003000], embedding loss [ 0.7711], quantization loss [ 0.2687],  0.58 sec/batch.
2022-10-18 23:19:57,476 step [ 156], lr [0.0003000], embedding loss [ 0.7613], quantization loss [ 0.2417],  1.32 sec/batch.
2022-10-18 23:19:59,465 step [ 157], lr [0.0003000], embedding loss [ 0.7643], quantization loss [ 0.2564],  0.56 sec/batch.
2022-10-18 23:20:02,215 step [ 158], lr [0.0003000], embedding loss [ 0.7438], quantization loss [ 0.2770],  1.47 sec/batch.
2022-10-18 23:20:04,568 step [ 159], lr [0.0003000], embedding loss [ 0.7595], quantization loss [ 0.2992],  0.93 sec/batch.
2022-10-18 23:20:06,496 step [ 160], lr [0.0003000], embedding loss [ 0.7585], quantization loss [ 0.2563],  0.57 sec/batch.
2022-10-18 23:20:08,911 step [ 161], lr [0.0003000], embedding loss [ 0.7553], quantization loss [ 0.2423],  1.00 sec/batch.
2022-10-18 23:20:08,912 update codes and centers iter(1/1).
2022-10-18 23:20:09,704 number of update_code wrong: 0.
2022-10-18 23:20:12,707 non zero codewords: 256.
2022-10-18 23:20:12,707 finish center update, duration: 3.80 sec.
2022-10-18 23:20:14,602 step [ 162], lr [0.0003000], embedding loss [ 0.7480], quantization loss [ 0.1600],  0.58 sec/batch.
2022-10-18 23:20:16,585 step [ 163], lr [0.0003000], embedding loss [ 0.7562], quantization loss [ 0.1926],  0.56 sec/batch.
2022-10-18 23:20:18,966 step [ 164], lr [0.0003000], embedding loss [ 0.7461], quantization loss [ 0.1852],  0.98 sec/batch.
2022-10-18 23:20:20,921 step [ 165], lr [0.0003000], embedding loss [ 0.7475], quantization loss [ 0.1760],  0.57 sec/batch.
2022-10-18 23:20:22,907 step [ 166], lr [0.0003000], embedding loss [ 0.7548], quantization loss [ 0.2265],  0.57 sec/batch.
2022-10-18 23:20:24,884 step [ 167], lr [0.0003000], embedding loss [ 0.7499], quantization loss [ 0.2139],  0.59 sec/batch.
2022-10-18 23:20:27,762 step [ 168], lr [0.0003000], embedding loss [ 0.7562], quantization loss [ 0.2085],  1.06 sec/batch.
2022-10-18 23:20:29,808 step [ 169], lr [0.0003000], embedding loss [ 0.7571], quantization loss [ 0.2134],  0.58 sec/batch.
2022-10-18 23:20:32,405 step [ 170], lr [0.0003000], embedding loss [ 0.7567], quantization loss [ 0.2089],  1.25 sec/batch.
2022-10-18 23:20:34,359 step [ 171], lr [0.0003000], embedding loss [ 0.7662], quantization loss [ 0.1983],  0.57 sec/batch.
2022-10-18 23:20:37,563 step [ 172], lr [0.0003000], embedding loss [ 0.7575], quantization loss [ 0.1787],  1.35 sec/batch.
2022-10-18 23:20:39,565 step [ 173], lr [0.0003000], embedding loss [ 0.7580], quantization loss [ 0.1754],  0.57 sec/batch.
2022-10-18 23:20:41,561 step [ 174], lr [0.0003000], embedding loss [ 0.7528], quantization loss [ 0.1703],  0.57 sec/batch.
2022-10-18 23:20:44,445 step [ 175], lr [0.0003000], embedding loss [ 0.7478], quantization loss [ 0.1800],  1.06 sec/batch.
2022-10-18 23:20:46,393 step [ 176], lr [0.0003000], embedding loss [ 0.7625], quantization loss [ 0.1722],  0.57 sec/batch.
2022-10-18 23:20:48,289 step [ 177], lr [0.0003000], embedding loss [ 0.7418], quantization loss [ 0.1681],  0.56 sec/batch.
2022-10-18 23:20:50,738 step [ 178], lr [0.0003000], embedding loss [ 0.7697], quantization loss [ 0.1557],  1.03 sec/batch.
2022-10-18 23:20:52,807 step [ 179], lr [0.0003000], embedding loss [ 0.7595], quantization loss [ 0.1642],  0.57 sec/batch.
2022-10-18 23:20:54,738 step [ 180], lr [0.0003000], embedding loss [ 0.7532], quantization loss [ 0.2113],  0.57 sec/batch.
2022-10-18 23:20:57,281 step [ 181], lr [0.0003000], embedding loss [ 0.7553], quantization loss [ 0.1633],  1.08 sec/batch.
2022-10-18 23:20:59,912 step [ 182], lr [0.0003000], embedding loss [ 0.7619], quantization loss [ 0.1667],  1.29 sec/batch.
2022-10-18 23:21:01,972 step [ 183], lr [0.0003000], embedding loss [ 0.7524], quantization loss [ 0.1731],  0.60 sec/batch.
2022-10-18 23:21:04,288 step [ 184], lr [0.0003000], embedding loss [ 0.7518], quantization loss [ 0.1664],  0.94 sec/batch.
2022-10-18 23:21:06,776 step [ 185], lr [0.0003000], embedding loss [ 0.7554], quantization loss [ 0.1633],  1.07 sec/batch.
2022-10-18 23:21:08,641 step [ 186], lr [0.0003000], embedding loss [ 0.7433], quantization loss [ 0.1597],  0.56 sec/batch.
2022-10-18 23:21:11,085 step [ 187], lr [0.0003000], embedding loss [ 0.7463], quantization loss [ 0.1666],  1.10 sec/batch.
2022-10-18 23:21:13,302 step [ 188], lr [0.0003000], embedding loss [ 0.7552], quantization loss [ 0.1623],  0.58 sec/batch.
2022-10-18 23:21:15,397 step [ 189], lr [0.0003000], embedding loss [ 0.7581], quantization loss [ 0.1685],  0.57 sec/batch.
2022-10-18 23:21:17,428 step [ 190], lr [0.0003000], embedding loss [ 0.7489], quantization loss [ 0.1815],  0.56 sec/batch.
2022-10-18 23:21:20,111 step [ 191], lr [0.0003000], embedding loss [ 0.7624], quantization loss [ 0.1654],  1.27 sec/batch.
2022-10-18 23:21:22,052 step [ 192], lr [0.0003000], embedding loss [ 0.7449], quantization loss [ 0.1907],  0.57 sec/batch.
