2022-10-20 21:24:52,159 prepare dataset.
2022-10-20 21:25:07,151 prepare data loader.
2022-10-20 21:25:07,152 Initializing DataLoader.
2022-10-20 21:25:07,156 DataLoader already.
2022-10-20 21:25:07,156 prepare model.
2022-10-20 21:25:07,385 Number of semantic embeddings: 1178.
2022-10-20 21:25:14,927 From /data/wangjinpeng/anaconda3/envs/py37torch/lib/python3.7/site-packages/tensorflow_core/python/ops/math_grad.py:1424: where (from tensorflow.python.ops.array_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.where in 2.0, which has the same broadcast rule as np.where.
2022-10-20 21:25:27,917 begin training.
2022-10-20 21:25:48,203 step [   1], lr [0.0003000], embedding loss [ 0.8954], quantization loss [ 0.0000], 17.57 sec/batch.
2022-10-20 21:27:27,035 step [  31], lr [0.0003000], embedding loss [ 0.8408], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:27:30,382 step [  32], lr [0.0003000], embedding loss [ 0.8362], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:27:33,743 step [  33], lr [0.0003000], embedding loss [ 0.8402], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:27:37,074 step [  34], lr [0.0003000], embedding loss [ 0.8381], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-20 21:27:40,427 step [  35], lr [0.0003000], embedding loss [ 0.8346], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:27:43,749 step [  36], lr [0.0003000], embedding loss [ 0.8330], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:27:47,024 step [  37], lr [0.0003000], embedding loss [ 0.8334], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:27:50,334 step [  38], lr [0.0003000], embedding loss [ 0.8393], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:27:53,663 step [  39], lr [0.0003000], embedding loss [ 0.8412], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:27:56,948 step [  40], lr [0.0003000], embedding loss [ 0.8379], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:28:00,230 step [  41], lr [0.0003000], embedding loss [ 0.8304], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:28:03,530 step [  42], lr [0.0003000], embedding loss [ 0.8370], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:28:06,838 step [  43], lr [0.0003000], embedding loss [ 0.8365], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:28:10,157 step [  44], lr [0.0003000], embedding loss [ 0.8352], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:28:13,570 step [  45], lr [0.0003000], embedding loss [ 0.8356], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:28:16,921 step [  46], lr [0.0003000], embedding loss [ 0.8278], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:28:20,278 step [  47], lr [0.0003000], embedding loss [ 0.8318], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:28:23,608 step [  48], lr [0.0003000], embedding loss [ 0.8320], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:28:26,899 step [  49], lr [0.0003000], embedding loss [ 0.8349], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:28:30,220 step [  50], lr [0.0003000], embedding loss [ 0.8349], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:28:33,531 step [  51], lr [0.0003000], embedding loss [ 0.8300], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:28:36,816 step [  52], lr [0.0003000], embedding loss [ 0.8307], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:28:40,104 step [  53], lr [0.0003000], embedding loss [ 0.8254], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:28:43,365 step [  54], lr [0.0003000], embedding loss [ 0.8255], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:28:46,678 step [  55], lr [0.0003000], embedding loss [ 0.8294], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:28:50,059 step [  56], lr [0.0003000], embedding loss [ 0.8327], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:28:53,347 step [  57], lr [0.0003000], embedding loss [ 0.8328], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:28:56,641 step [  58], lr [0.0003000], embedding loss [ 0.8357], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:28:59,891 step [  59], lr [0.0003000], embedding loss [ 0.8201], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:03,199 step [  60], lr [0.0003000], embedding loss [ 0.8299], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:06,468 step [  61], lr [0.0003000], embedding loss [ 0.8326], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:09,736 step [  62], lr [0.0003000], embedding loss [ 0.8243], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:13,127 step [  63], lr [0.0003000], embedding loss [ 0.8379], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:16,460 step [  64], lr [0.0003000], embedding loss [ 0.8266], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:29:19,829 step [  65], lr [0.0003000], embedding loss [ 0.8330], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:23,153 step [  66], lr [0.0003000], embedding loss [ 0.8234], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:26,479 step [  67], lr [0.0003000], embedding loss [ 0.8283], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:29,817 step [  68], lr [0.0003000], embedding loss [ 0.8258], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:29:33,166 step [  69], lr [0.0003000], embedding loss [ 0.8410], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:36,463 step [  70], lr [0.0003000], embedding loss [ 0.8399], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:39,743 step [  71], lr [0.0003000], embedding loss [ 0.8295], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:29:43,090 step [  72], lr [0.0003000], embedding loss [ 0.8268], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:45,002 step [  73], lr [0.0003000], embedding loss [ 0.8387], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:29:46,964 step [  74], lr [0.0003000], embedding loss [ 0.8278], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:29:48,909 step [  75], lr [0.0003000], embedding loss [ 0.8386], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:29:50,817 step [  76], lr [0.0003000], embedding loss [ 0.8254], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:29:52,692 step [  77], lr [0.0003000], embedding loss [ 0.8330], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:29:54,584 step [  78], lr [0.0003000], embedding loss [ 0.8311], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:29:56,500 step [  79], lr [0.0003000], embedding loss [ 0.8323], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:29:58,386 step [  80], lr [0.0003000], embedding loss [ 0.8338], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:00,258 step [  81], lr [0.0003000], embedding loss [ 0.8297], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:02,144 step [  82], lr [0.0003000], embedding loss [ 0.8278], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:04,062 step [  83], lr [0.0003000], embedding loss [ 0.8253], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:05,988 step [  84], lr [0.0003000], embedding loss [ 0.8174], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:07,894 step [  85], lr [0.0003000], embedding loss [ 0.8323], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:09,772 step [  86], lr [0.0003000], embedding loss [ 0.8246], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:11,691 step [  87], lr [0.0003000], embedding loss [ 0.8263], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:13,569 step [  88], lr [0.0003000], embedding loss [ 0.8249], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:15,491 step [  89], lr [0.0003000], embedding loss [ 0.8288], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:17,387 step [  90], lr [0.0003000], embedding loss [ 0.8206], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:19,251 step [  91], lr [0.0003000], embedding loss [ 0.8251], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:21,131 step [  92], lr [0.0003000], embedding loss [ 0.8321], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:23,058 step [  93], lr [0.0003000], embedding loss [ 0.8243], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:24,928 step [  94], lr [0.0003000], embedding loss [ 0.8338], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:26,850 step [  95], lr [0.0003000], embedding loss [ 0.8240], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:28,735 step [  96], lr [0.0003000], embedding loss [ 0.8158], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:30,653 step [  97], lr [0.0003000], embedding loss [ 0.8269], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:32,530 step [  98], lr [0.0003000], embedding loss [ 0.8321], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:30:34,400 step [  99], lr [0.0003000], embedding loss [ 0.8157], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:36,347 step [ 100], lr [0.0003000], embedding loss [ 0.8244], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:38,246 step [ 101], lr [0.0003000], embedding loss [ 0.8311], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:40,119 step [ 102], lr [0.0003000], embedding loss [ 0.8258], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:41,975 step [ 103], lr [0.0003000], embedding loss [ 0.8261], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:43,845 step [ 104], lr [0.0003000], embedding loss [ 0.8254], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:45,763 step [ 105], lr [0.0003000], embedding loss [ 0.8305], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:30:47,669 step [ 106], lr [0.0003000], embedding loss [ 0.8262], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:49,543 step [ 107], lr [0.0003000], embedding loss [ 0.8365], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:51,463 step [ 108], lr [0.0003000], embedding loss [ 0.8276], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:53,368 step [ 109], lr [0.0003000], embedding loss [ 0.8251], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:55,279 step [ 110], lr [0.0003000], embedding loss [ 0.8279], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:57,187 step [ 111], lr [0.0003000], embedding loss [ 0.8266], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:30:59,099 step [ 112], lr [0.0003000], embedding loss [ 0.8280], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:00,966 step [ 113], lr [0.0003000], embedding loss [ 0.8325], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:02,834 step [ 114], lr [0.0003000], embedding loss [ 0.8246], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:31:04,687 step [ 115], lr [0.0003000], embedding loss [ 0.8291], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:06,579 step [ 116], lr [0.0003000], embedding loss [ 0.8264], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:08,458 step [ 117], lr [0.0003000], embedding loss [ 0.8285], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:10,357 step [ 118], lr [0.0003000], embedding loss [ 0.8130], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:12,271 step [ 119], lr [0.0003000], embedding loss [ 0.8265], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:14,192 step [ 120], lr [0.0003000], embedding loss [ 0.8266], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:16,060 step [ 121], lr [0.0003000], embedding loss [ 0.8242], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:17,979 step [ 122], lr [0.0003000], embedding loss [ 0.8347], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:19,908 step [ 123], lr [0.0003000], embedding loss [ 0.8241], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:21,843 step [ 124], lr [0.0003000], embedding loss [ 0.8303], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:23,780 step [ 125], lr [0.0003000], embedding loss [ 0.8144], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:25,661 step [ 126], lr [0.0003000], embedding loss [ 0.8224], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:27,593 step [ 127], lr [0.0003000], embedding loss [ 0.8208], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:29,512 step [ 128], lr [0.0003000], embedding loss [ 0.8230], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:31,387 step [ 129], lr [0.0003000], embedding loss [ 0.8222], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:33,300 step [ 130], lr [0.0003000], embedding loss [ 0.8160], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:35,180 step [ 131], lr [0.0003000], embedding loss [ 0.8252], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:37,107 step [ 132], lr [0.0003000], embedding loss [ 0.8188], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:39,004 step [ 133], lr [0.0003000], embedding loss [ 0.8233], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:40,913 step [ 134], lr [0.0003000], embedding loss [ 0.8219], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:42,814 step [ 135], lr [0.0003000], embedding loss [ 0.8217], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:44,765 step [ 136], lr [0.0003000], embedding loss [ 0.8225], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-20 21:31:46,663 step [ 137], lr [0.0003000], embedding loss [ 0.8265], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:48,575 step [ 138], lr [0.0003000], embedding loss [ 0.8272], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-20 21:31:50,435 step [ 139], lr [0.0003000], embedding loss [ 0.8160], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:52,343 step [ 140], lr [0.0003000], embedding loss [ 0.8208], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:54,287 step [ 141], lr [0.0003000], embedding loss [ 0.8232], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:56,195 step [ 142], lr [0.0003000], embedding loss [ 0.8261], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 21:31:58,088 step [ 143], lr [0.0003000], embedding loss [ 0.8229], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:31:59,965 step [ 144], lr [0.0003000], embedding loss [ 0.8259], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:32:01,858 step [ 145], lr [0.0003000], embedding loss [ 0.8162], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:32:03,748 step [ 146], lr [0.0003000], embedding loss [ 0.8193], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:32:05,615 step [ 147], lr [0.0003000], embedding loss [ 0.8261], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-20 21:32:05,616 initialize centers iter(1/1).
2022-10-20 21:32:14,925 finish center initialization, duration: 9.31 sec.
2022-10-20 21:32:14,925 update codes and centers iter(1/1).
2022-10-20 21:32:23,531 number of update_code wrong: 72.
2022-10-20 21:32:27,515 non zero codewords: 1024.
2022-10-20 21:32:27,516 finish center update, duration: 12.59 sec.
2022-10-20 21:32:29,401 step [ 148], lr [0.0003000], embedding loss [ 0.8166], quantization loss [ 0.1661],  0.55 sec/batch.
2022-10-20 21:32:31,300 step [ 149], lr [0.0003000], embedding loss [ 0.8219], quantization loss [ 0.2684],  0.56 sec/batch.
2022-10-20 21:32:33,191 step [ 150], lr [0.0003000], embedding loss [ 0.8396], quantization loss [ 0.2147],  0.55 sec/batch.
2022-10-20 21:32:35,090 step [ 151], lr [0.0003000], embedding loss [ 0.8324], quantization loss [ 0.1803],  0.55 sec/batch.
2022-10-20 21:32:36,980 step [ 152], lr [0.0003000], embedding loss [ 0.8212], quantization loss [ 0.1459],  0.55 sec/batch.
2022-10-20 21:32:38,845 step [ 153], lr [0.0003000], embedding loss [ 0.8293], quantization loss [ 0.1576],  0.55 sec/batch.
2022-10-20 21:32:40,784 step [ 154], lr [0.0003000], embedding loss [ 0.8351], quantization loss [ 0.1621],  0.56 sec/batch.
2022-10-20 21:32:42,668 step [ 155], lr [0.0003000], embedding loss [ 0.8283], quantization loss [ 0.1293],  0.55 sec/batch.
2022-10-20 21:32:44,606 step [ 156], lr [0.0003000], embedding loss [ 0.8286], quantization loss [ 0.1195],  0.56 sec/batch.
2022-10-20 21:32:46,507 step [ 157], lr [0.0003000], embedding loss [ 0.8210], quantization loss [ 0.1262],  0.55 sec/batch.
2022-10-20 21:32:48,443 step [ 158], lr [0.0003000], embedding loss [ 0.8166], quantization loss [ 0.1178],  0.55 sec/batch.
2022-10-20 21:32:50,359 step [ 159], lr [0.0003000], embedding loss [ 0.8298], quantization loss [ 0.1135],  0.55 sec/batch.
2022-10-20 21:32:52,229 step [ 160], lr [0.0003000], embedding loss [ 0.8199], quantization loss [ 0.1176],  0.55 sec/batch.
2022-10-20 21:32:54,147 step [ 161], lr [0.0003000], embedding loss [ 0.8275], quantization loss [ 0.1261],  0.55 sec/batch.
2022-10-20 21:32:56,027 step [ 162], lr [0.0003000], embedding loss [ 0.8258], quantization loss [ 0.1242],  0.54 sec/batch.
2022-10-20 21:32:57,880 step [ 163], lr [0.0003000], embedding loss [ 0.8300], quantization loss [ 0.1254],  0.55 sec/batch.
2022-10-20 21:32:59,766 step [ 164], lr [0.0003000], embedding loss [ 0.8255], quantization loss [ 0.1129],  0.55 sec/batch.
2022-10-20 21:33:01,636 step [ 165], lr [0.0003000], embedding loss [ 0.8229], quantization loss [ 0.1103],  0.54 sec/batch.
2022-10-20 21:33:03,520 step [ 166], lr [0.0003000], embedding loss [ 0.8280], quantization loss [ 0.0995],  0.54 sec/batch.
2022-10-20 21:33:05,397 step [ 167], lr [0.0003000], embedding loss [ 0.8267], quantization loss [ 0.0981],  0.56 sec/batch.
2022-10-20 21:33:07,336 step [ 168], lr [0.0003000], embedding loss [ 0.8260], quantization loss [ 0.1033],  0.55 sec/batch.
2022-10-20 21:33:09,223 step [ 169], lr [0.0003000], embedding loss [ 0.8238], quantization loss [ 0.1124],  0.55 sec/batch.
2022-10-20 21:33:11,133 step [ 170], lr [0.0003000], embedding loss [ 0.8287], quantization loss [ 0.1027],  0.55 sec/batch.
2022-10-20 21:33:13,072 step [ 171], lr [0.0003000], embedding loss [ 0.8251], quantization loss [ 0.1022],  0.55 sec/batch.
2022-10-20 21:33:14,968 step [ 172], lr [0.0003000], embedding loss [ 0.8210], quantization loss [ 0.1071],  0.56 sec/batch.
2022-10-20 21:33:16,862 step [ 173], lr [0.0003000], embedding loss [ 0.8126], quantization loss [ 0.1086],  0.55 sec/batch.
2022-10-20 21:33:18,778 step [ 174], lr [0.0003000], embedding loss [ 0.8317], quantization loss [ 0.1033],  0.56 sec/batch.
2022-10-20 21:33:20,671 step [ 175], lr [0.0003000], embedding loss [ 0.8130], quantization loss [ 0.0993],  0.54 sec/batch.
2022-10-20 21:33:22,549 step [ 176], lr [0.0003000], embedding loss [ 0.8286], quantization loss [ 0.0892],  0.55 sec/batch.
2022-10-20 21:33:24,464 step [ 177], lr [0.0003000], embedding loss [ 0.8263], quantization loss [ 0.0900],  0.56 sec/batch.
2022-10-20 21:33:26,386 step [ 178], lr [0.0003000], embedding loss [ 0.8208], quantization loss [ 0.0870],  0.55 sec/batch.
2022-10-20 21:33:28,291 step [ 179], lr [0.0003000], embedding loss [ 0.8243], quantization loss [ 0.0905],  0.55 sec/batch.
2022-10-20 21:33:30,197 step [ 180], lr [0.0003000], embedding loss [ 0.8224], quantization loss [ 0.0892],  0.56 sec/batch.
2022-10-20 21:33:32,098 step [ 181], lr [0.0003000], embedding loss [ 0.8228], quantization loss [ 0.0988],  0.55 sec/batch.
2022-10-20 21:33:34,007 step [ 182], lr [0.0003000], embedding loss [ 0.8242], quantization loss [ 0.0963],  0.56 sec/batch.
2022-10-20 21:33:35,898 step [ 183], lr [0.0003000], embedding loss [ 0.8257], quantization loss [ 0.0859],  0.55 sec/batch.
2022-10-20 21:33:37,801 step [ 184], lr [0.0003000], embedding loss [ 0.8236], quantization loss [ 0.0941],  0.55 sec/batch.
2022-10-20 21:33:39,715 step [ 185], lr [0.0003000], embedding loss [ 0.8268], quantization loss [ 0.0905],  0.56 sec/batch.
2022-10-20 21:33:41,654 step [ 186], lr [0.0003000], embedding loss [ 0.8230], quantization loss [ 0.0987],  0.58 sec/batch.
2022-10-20 21:33:43,593 step [ 187], lr [0.0003000], embedding loss [ 0.8202], quantization loss [ 0.0966],  0.55 sec/batch.
2022-10-20 21:33:45,512 step [ 188], lr [0.0003000], embedding loss [ 0.8324], quantization loss [ 0.1041],  0.56 sec/batch.
2022-10-20 21:33:47,396 step [ 189], lr [0.0003000], embedding loss [ 0.8179], quantization loss [ 0.0868],  0.55 sec/batch.
2022-10-20 21:33:49,340 step [ 190], lr [0.0003000], embedding loss [ 0.8201], quantization loss [ 0.0997],  0.55 sec/batch.
2022-10-20 21:33:51,285 step [ 191], lr [0.0003000], embedding loss [ 0.8253], quantization loss [ 0.1065],  0.55 sec/batch.
2022-10-20 21:33:53,229 step [ 192], lr [0.0003000], embedding loss [ 0.8138], quantization loss [ 0.0948],  0.55 sec/batch.
2022-10-20 21:33:55,117 step [ 193], lr [0.0003000], embedding loss [ 0.8229], quantization loss [ 0.0864],  0.55 sec/batch.
2022-10-20 21:33:57,040 step [ 194], lr [0.0003000], embedding loss [ 0.8258], quantization loss [ 0.0878],  0.56 sec/batch.
